step_by_step_prompt,pseudo_prompt,abstracts
"Chemicals: None
Foods: None
Dictionary: None</s>","The provided text does not mention any specific chemical substances or food items that could be identified as hazardous, contaminant, potentially risky or potentially harmful for human health via consumption of the food. Therefore, the function identify_safety_hazards() will return an empty dictionary.</s>","Despite being one of the first African countries to prioritize food safety, foodborne diseases are of acute concern in Ethiopia. This review aims to understand food safety-related perspectives and practices among consumers and food vendors in Ethiopia to identify motivations, beliefs, and values that shape and/or drive their practices. A well-defined search and review identified 116 relevant articles. These spanned eight of the ten regional states and two chartered cities, with most work focusing on urban areas and on a sample within one state or chartered city. Ninety-four studies focused on vendors or food handlers; fifteen articles examined both consumers and vendors, but only four assessed interactions between the groups. Meat, dairy products, and ready-to-eat (street) foods were the most studied food groups. Food service establishments were the most examined outlets. Forty-six studies examined generic food safety issues or concerns. Overall, 102 studies assessed food safety practices; 53 studies examined knowledge, and 19 studies assessed attitudes. A gap in vendors' observed practices versus knowledge and attitudes was noted. Consumer deductions of food safety were based on vendor practices. Both groups used physical attributes based on senses to assess quality and safety of animal-source foods, had their own 'coping' strategies to address food safety-related concerns, and had similar views on consumer choice motives. Analysis of food and the food handling environment revealed a high level of contamination. An additional study, included after the original search, identified training to be effective in influencing knowledge, attitudes, and practices - though results for attitudes and practices were not sustained in the long term. Future research should address consumers and consumer-vendor interactions and include the full triad of knowledge-attitudes-practices. It is also recommended to focus on nutrient-rich foods as well as on traditional markets and local eateries. Improving the quality of research will be critical to improve food safety in Ethiopia."
"Chemicals: None
            Foods: None
            Dictionary: None</s>","The provided text does not contain any chemical items mentioned to be a food safety hazard, to contaminate food or have the potential to pose risk for human health via consumption of food. Therefore, the function identify_safety_hazards() will return an empty dictionary.</s>","One of the pillars of Johne's disease control is to break the cycle of transmission from infectious adult animals to young susceptible animals. Many control programmes utilise a risk assessment and management plan (RAMP) to identify specific risks for transmission of infection on individual farms and then recommend tailored biosecurity measures to mitigate the risk. It is important that infected farms in particular, practice effective biocontainment in the calving area and pre-weaned calf area. The objectives of this study were: (1) to determine what proportion of MAP-infected farms (PCR-positive) enrolled in a control programme had detectable MAP in their calf environment; (2) to compare RAMP scores and apparent within-herd prevalence (aWHP) of PCR-positive and PCR-negative farms; (3) to evaluate the correlation between RAMP scores, aWHP and levels of contamination based on PCR test Ct value. A novel environmental sampling protocol combining manure samples and boot swab samples was conducted in the calving area and pre-weaned calf area on 28 dairy farms with PCR-confirmed MAP infection. All samples were tested with PCR. Logistic regression modelling was used to evaluate the association between RAMP score and aWHP and PCR outcome. Overall, 46% of farms had positive PCR samples in either the calving area, pre-weaned calf area or both. The calving area was positive in 36% of farms and the pre-weaned calf area was positive in 21% of farms. There was a moderate, negative correlation (r = -0.45; p = 0.08) observed between RAMP scores and Ct value at the sample-level that slightly missed the required significance level. No significant association was identified between RAMP scores or aWHP and PCR test outcome (positive or negative). It was concluded that environmental sampling of the calving area and pre-weaned calf area has potential applications in the assessment of transmission risk on infected farms and could be used to monitor the efficacy of biosecurity measures over time. Further research conducted on a larger scale is required to support these results."
"Chemicals: None
            Foods: None
            Dictionary: None</s>",{'butter': ['Listeria monocytogenes serotype 3a']}</s>,"Data on the levels of bacteria and the amounts of food consumed in food-borne outbreaks provides an excellent opportunity to study the effects of exposure to Listeria monocytogenes. Between June 1998 and April 1999, an outbreak caused by L. monocytogenes serotype 3a in butter occurred in Finland. The majority of the cases were immunocompromised and hospitalized at the Helsinki University Central Hospital (HUCH), where 7-g butter packages produced by a dairy plant were used as the only butter brand. The butter had also been sold to 10 other central hospitals as well as to the retail market. Based on the data on hospital stay, butter consumption and the qualitative and quantitative analyses of L. monocytogenes in butter, the attack rates and exposure were estimated. Incubation studies on the naturally contaminated small butter packages showed that the levels found in the packages at the time of detection of the outbreak could reliably be used for these estimations. However, the levels of L. monocytogenes in 500-g packages increased. The attack rate among HUCH patients varied from 70 to 117 cases per 1000 patients at risk, depending on which estimate of the contamination level of butter (100-60%) was used. The highest single dose (7.7 x 10(4) CFU in one meal) could have been sufficient to cause the listeriosis cases at HUCH. However, this data also supports another hypothesis, according to which these listeriosis cases were caused by a prolonged daily consumption of contaminated butter during the hospital stay. The estimated daily dose, based on the hospital kitchen data or the highest detected level in a wholesale sample (11,000 CFU/g), would have varied from 1.4 x 10(1) to 2.2 x 10(3) CFU/day or from 2.2 x 10(4) to 3.1 x 10(5) CFU/day, respectively. The choice of the hypothesis has a crucial impact on the interpretation of this data for the dose-response estimations as well as for the discussion on Food Safety Objectives. Due to the susceptibility of hospital patients, special care must be taken in order to avoid even low levels of L. monocytogenes in food served."
"Chemicals: iodine, FD&C Red No. 3
            Foods: milk, dairy products, eggs, red breakfast cereals, red candy, marine fish, iodized salt, cheese, cheese products, ice cream, whey, non-dairy products
            Dictionary: {
                'milk': ['iodine', 'iodide'],
                'dairy products': ['iodine', 'iodide'],
                'eggs': ['iodine', 'iodide'],
                'red breakfast cereals': ['iodine', 'iodide', 'FD&C Red No. 3'],
                'red candy': ['iodine', 'iodide', 'FD&C Red No. 3'],
                'marine fish': ['iodine', 'iodide'],
                'iodized salt': ['iodine', 'iodide'],
                'cheese': ['iodine', 'iodide'],
                'cheese products': ['iodine', 'iodide'],
                'ice cream': ['iodine', 'iodide'],
                'whey': ['iodine', 'iodide'],
                'non-dairy products': ['iodine', 'iodide']
            }</s>","{'food': ['milk', 'dairy products', 'eggs', 'red breakfast cereals', 'red candy', 'marine fish', 'iodized salt']}</s>","Excess dietary iodine intake has been identified as an issue of public health concern. The recommended dietary allowance for iodine is 100-150 (μg for adults and 70-120 (μg per day for children. A 1978 Food & Drug Administration survey found that milk and dairy products contributed more than 50% of the total food iodine intake for most age groups. A wide variety of dairy and food products were analyzed for iodine content. Red breakfast cereals and red candy (that contain FD&C Red No. 3), dairy products, eggs, milk, marine fish, and iodized salt contained the most significant quantities of iodine. Iodide content of individual raw milk samples from approximately 2500 farms in New York State was measured. Approximately 62% of all farms had milk iodide levels less than 200 μg/L, 28% between 200 and 499 μg/L, 7% between 500 and 1000 μg/L and 3% had greater than 1000 μg/L. The iodine content of all types of retail milk averaged 394.1 μg/L, cheese and cheese products averaged 15.2 μg/100 g. Most of the iodine partitions into the whey during cheese processing. For dairy powders (including whey), the average iodine content was 471.8 μg/100 g. Use of these powders as ingredients in other dairy and non-dairy products can contribute to high iodine content of other food products. In particular, the iodine content of ice cream was extremely variable, ranging from 18 to 359 μg/100 g. Generally, ice creams and ice milks that contained high proportions of whey and non-fat milk powders had higher levels of iodine in the finished product. Addition of FD&C Red No. 3 to foods substantially increases their total iodine content. However, the measured free iodide content of four brands of red breakfast cereal was higher than would be expected. Food and Drug Administration specifications for certified lots of FD&C Red No. 3 allows up to 0.4% sodium iodide as a contaminant from manufacture. The four brands of red breakfast cereal averaged 6% of their total iodine as free iodide (366 μg/30 g serving). This may indicate that free iodide may be released from FD&C Red No. 3 during processing."
"Chemicals: None
            Foods: None
            Dictionary: None</s>","{'goat milk': ['Staphylococcus aureus', 'Staphylococcus xylosus', 'Staphylococcus sciuri', 'Staphylococcus simulans', 'Staphylococcus cohnii', 'Staphylococcus haemolyticus', 'Staphylococcus hominis', 'Staphylococcus warneri', 'Staphylococcus epidermidis', 'Staphylococcus lugdunensis', 'Staphylococcus caprae', 'Staphylococcus caprae', 'Staphylococcus caprae', 'Staphylococcus caprae', 'Staphylococcus caprae', 'Staphylococcus caprae', 'Staphylococcus caprae', 'Staphylococcus caprae', 'Staphylococcus caprae', 'Staphylococcus caprae', 'Staphylococcus caprae']}</s>","Antimicrobial resistance poses a major threat to global public health. Foodstuff of animal origin can serve as potential vehicles for the dissemination of antimicrobial-resistant bacteria and resistance genes to consumers. In view of the lack of knowledge about antimicrobial resistance in bacteria associated with goat milk, the aim of this study was to report species-level identification and antimicrobial susceptibility profiles of a large collection of Staphylococcus spp. isolates recovered from raw goat milk in Brazil. A total of 434 Staphylococcus spp. isolates originated from 510 goat milk samples in Northeast Brazil were investigated. The isolates were obtained by conventional microbiological methods. Species identification and antimicrobial susceptibility testing were performed by means of a semi-automated system using a panel for biochemical tests and broth microdilution method for 19 antimicrobial drugs. Although Staphylococcus aureus (22.6%) accounted for the majority of the isolates, a total of 13 different non-aureus staphylococci spp. were identified. High resistance rates against erythromycin (40.8%), and the beta-lactams ampicillin (45.9%) and penicillin (42.9%) were observed among S. aureus isolates. The most significant findings were related to the resistance against quinupristin-dalfopristin, a drug of last resort used in human medicine to treat infections caused by vancomycin-resistant S. aureus and enterococci. The high diversity of Staphylococcus spp. showing phenotypic resistance against different antimicrobial drugs encourages further investigations on the real impact of these bacteria as reservoirs of antimicrobial resistance genes to consumers. Furthermore, the potential impact of technological processes, such as pasteurization, fermentation, and maturation, on the maintenance and dissemination of antimicrobial resistance among the microbial populations in milk and dairy products must also be investigated."
"Chemicals: aflatoxin M1, aflatoxin B1, aflatoxin G1, aflatoxin B2, ochratoxin A, fumonisin B1, fumonisin B2, zearalenone, deoxynivalenol, T-2 toxin, patulin, and ergot alkaloids.
Foods: raw bovine milk
Dictionary: {
    'aflatoxin M1': ['aflatoxin B1', 'aflatoxin G1', 'aflatoxin B2', 'ochratoxin A', 'fumonisin B1', 'fumonisin B2', 'zearalenone', 'deoxynivalenol', 'T-2 toxin', 'patulin', 'ergot alkaloids'],
    'aflatoxin B1': ['aflatoxin M1', 'aflatoxin G1', 'aflatoxin B2', 'ochratoxin A', 'fumonisin B1', 'fumonisin B2', 'zearalenone', 'deoxynivalenol', 'T-2 toxin', 'patulin', 'ergot alkaloids'],
    'aflatoxin G1': ['aflatoxin M1', 'aflatoxin B1', 'aflatoxin B2', 'ochratoxin A', 'fumonisin B1', 'fumonisin B2', 'zearalenone', 'deoxynivalenol', 'T-2 toxin', 'patulin', 'ergot alkaloids'],
    'aflatoxin B2': ['aflatoxin M1', 'aflatoxin B1', 'aflatoxin G1', 'ochratoxin A', 'fumonisin B1', 'fumonisin B2', 'zearalenone', 'deoxynivalenol', 'T-2 toxin', 'patulin', 'ergot alkaloids'],
    'ochratoxin A': ['","{'milk': ['aflatoxin M1', 'aflatoxin B1', 'fumonisins', 'zearalenone', 'deoxynivalenol', 'T-2 toxin', 'patulin', 'ochratoxin A', 'roquefortine C', 'citrinin', 'moniliformin', 'fumonisin B1', 'trichothecenes', 'zearalenone', 'deoxynivalenol', 'T-2 toxin', 'patulin', 'ochratoxin A', 'roquefortine C', 'citrinin', 'moniliformin', 'fumonisin B1', 'trichothecenes']}</s>","Mycotoxins are compounds produced by several fungi that contaminate agricultural fields and, either directly or by carry-over, final food products. Animal exposure to these compounds through contaminated feed can lead to their excretion into milk, posing threats to public health. Currently, aflatoxin M1 is the sole mycotoxin with a maximum level set in milk by the European Union, as well as the most studied. Nonetheless, animal feed is known to be contaminated by several groups of mycotoxins with relevance from the food safety point of view that can be carried over into milk. To evaluate the multi-mycotoxin occurrence in this highly consumed food product it is crucial to develop precise and robust analytical methodologies towards their determination. In this sense, an analytical method for the simultaneous identification of 23 regulated, non-regulated, and emerging mycotoxins in raw bovine milk using ultra-high-performance liquid chromatography coupled with tandem mass spectrometry (UHPLC-MS/MS) was validated. A modified QuEChERS protocol for extraction purposes was used, and further validation was performed by assessing the selectivity and specificity, limits of detection and quantification (LOD and LOQ), linearity, repeatability, reproducibility, and recovery. The performance criteria were compliant with mycotoxin-specific and general European regulations for regulated, non-regulated, and emerging mycotoxins. The LOD and LOQ ranged between 0.001 and 9.88 ng mL-1 and 0.005 and 13.54 ng mL-1, respectively. Recovery values were between 67.5 and 119.8%. The repeatability and reproducibility parameters were below 15 and 25%, respectively. The validated methodology was successfully applied to determine regulated, non-regulated, and emerging mycotoxins in raw bulk milk from Portuguese dairy farms, proving the importance of widening the monitoring scope of mycotoxins in dairy products. Additionality, this method presents itself as a new strategic and integrated biosafety control tool for dairy farms for the analysis of these natural and relevant human risks."
"Chemicals: melamine, mercury (Hg2+), TMB (3,3',5,5'-tetramethylbenzidine), H2O2
Foods: dairy products, water
Dictionary: {
    'dairy products': ['melamine'],
    'water': ['mercury (Hg2+)']
}</s>",{'dairy products': ['melamine']}</s>,"The illegal addition of melamine to dairy products and the contamination of water with mercury (Hg2+) are serious threats to human health. Hence, herein, a highly sensitive colorimetric sensor for the visual detection of melamine and Hg2+ ions has been developed using a metal-oxide-in-MOF nanomaterial (CeO2-MIL (Fe)) as a peroxidase mimic. Highly mono-dispersed CeO2-MIL (Fe) was synthesised via a facile hydrothermal process. The CeO2-MIL (Fe) exhibited outstanding peroxidase activity, and can catalyze the oxidation of TMB (3,3',5,5'-tetramethylbenzidine) by H2O2, resulting in the development of blue-coloured oxidation products within 5 min. In the presence of melamine, the H2O2 interacts with melamine to form melamine-H2O2via H-bonding. Due to the uptake of H2O2 by melamine, the catalytic oxidation reaction was halted, and the blue TMB oxidation product became pale. The relative change in the absorption intensity at 652 nm was proportional to the concentration of melamine in the linear range of 0-0.1 μM and the detection limit was found to be 8 nM. Subsequently, when Hg2+ ions were added to the above solution, the Hg2+ ions reacted with melamine via strong covalent bonding to form a Hg2+-melamine covalent complex, causing the release of H2O2, which again strongly oxidised the TMB to give the blue-coloured oxidation product. Furthermore, the comparative change in the absorption intensity at 652 nm was dependent on the concentration of Hg2+ ions in the linear range of 0-6 nM, and a detection limit of 2 nM was achieved. The suggested system has several advantages including greater simplicity, good selectivity, naked-eye detection and cost-effectiveness without using any complicated detection procedure. This technique was successfully utilized to identify melamine in real foods and Hg2+ ions in real water samples, yielding high recovery rates."
"Chemicals: None
            Foods: None
            Dictionary: None</s>",{'lettuce': ['Escherichia coli O157:H7']}</s>,"A foodborne Escherichia coli O157:H7 outbreak in December 2006 included 77 illnesses reported in Iowa and Minnesota. Epidemiologic investigations by health departments in those states and the U. S. Centers for Disease Control and Prevention (CDC) identified shredded iceberg lettuce (Lactuca sativa L. ) as the vehicle of transmission. The U. S. Food and Drug Administration (FDA) and Minnesota and California public health agencies traced the lettuce to several growing regions in California based on information from a lettuce processor in Minnesota. Samples from an environmental investigation initiated by the California Food Emergency Response Team (CalFERT) revealed a genetic match between the outbreak strain and environmental samples from a single farm, leading to an in-depth systems-based analysis of the irrigation water system on that farm. This paper presents findings from that systems-based analysis, which assessed conditions on the farm potentially contributing to contamination of the lettuce. The farm had three sources of irrigation water: groundwater from onsite wells, surface water delivered by a water management agency and effluent from wastewater lagoons on nearby dairy farms. Wastewater effluent was blended with the other sources and used only to irrigate animal feed crops. However, water management on the farm, including control of wastewater blending, appeared to create potential for cross-contamination. Pressure gradients and lack of backflow measures in the irrigation system might have created conditions for cross-contamination of water used to irrigate lettuce. The irrigation network on the farm had evolved over time to meet various needs, without an overall analysis of how that evolution potentially created vulnerabilities to contamination of irrigation water. The type of systems analysis described here is one method for helping to ensure that such vulnerabilities are identified and addressed. A preventive, risk-based management approach, such as the Water Safety Plan process for drinking water, may also be useful in managing irrigation water quality."
"Chemicals: None
            Foods: None
            Dictionary: None</s>","{'Cronobacter spp.': ['Cronobacter spp. (formally Enterobacter sakazakii) has been linked to illness in infants from contaminated powdered infant formula, however, there is limited information on the environmental sources and potential transmission routes of this pathogen. The aim of this study was to establish if food production animals (cattle, pigs), and the wider farm environment were playing a role in the transmission of Cronobacter spp. and also to assess the risk of cross contamination in the home where infant formula is prepared, from the presence of the pathogen on other foods and the general domestic environment. A wide range of samples (n=518) was collected at dairy farms, meat abattoirs, retail food stores and domestic environs and examined for the pathogen using an adapted ISO/DTS 22964 cultural protocol. The modified method included incubation at 42 degrees C instead of 44 degrees C and serial dilution of the enriched media prior to plating on Druggan-Forsythe-Iversen agar. Presumptive Cronobacter spp. colonies were confirmed by Real Time PCR targeting the dnaG on the MMS operon. All Cronobacter spp. isolated were speciated using biochemical tests, tested for resistance to 8 antibiotics and characterised using pulsed field gel electrophoresis. Cronobacter spp. was not recovered from cattle faeces, farm soil or trough water but isolates (n=33) were recovered from a variety of other sample types including cattle feed, pork and beef cuts, beef burgers and beef mince, green vegetables as well as organic breakfast cereals and domestic vacuum cleaner dust. The species recovered included C. Sakazakii (n=21), C. malonaticus (n=1) and C. turicensis (n=1). Of the 33 isolates 51% were resistant to Cephalothin but sensitive to all other 7 tested antibiotics. Sub-typing of the recovered isolates by PFGE showed considerable clonal diversity, though a number of persistent PFGE profiles were observed. In conclusion","Cronobacter spp. (formally Enterobacter sakazakii) has been linked to illness in infants from contaminated powdered infant formula, however, there is limited information on the environmental sources and potential transmission routes of this pathogen. The aim of this study was to establish if food production animals (cattle, pigs), and the wider farm environment were playing a role in the transmission of Cronobacter spp. and also to assess the risk of cross contamination in the home where infant formula is prepared, from the presence of the pathogen on other foods and the general domestic environment. A wide range of samples (n=518) was collected at dairy farms, meat abattoirs, retail food stores and domestic environs and examined for the pathogen using an adapted ISO/DTS 22964 cultural protocol. The modified method included incubation at 42 degrees C instead of 44 degrees C and serial dilution of the enriched media prior to plating on Druggan-Forsythe-Iversen agar. Presumptive Cronobacter spp. colonies were confirmed by Real Time PCR targeting the dnaG on the MMS operon. All Cronobacter spp. isolated were speciated using biochemical tests, tested for resistance to 8 antibiotics and characterised using pulsed field gel electrophoresis. Cronobacter spp. was not recovered from cattle faeces, farm soil or trough water but isolates (n=33) were recovered from a variety of other sample types including cattle feed, pork and beef cuts, beef burgers and beef mince, green vegetables as well as organic breakfast cereals and domestic vacuum cleaner dust. The species recovered included C. Sakazakii (n=21), C. malonaticus (n=1) and C. turicensis (n=1). Of the 33 isolates 51% were resistant to Cephalothin but sensitive to all other 7 tested antibiotics. Sub-typing of the recovered isolates by PFGE showed considerable clonal diversity, though a number of persistent PFGE profiles were observed. In conclusion the study showed that Cronobacter spp. was not carried by food production animals but was present in a range of diverse sample types and environs with particular association with dry environments."
"Chemicals: Aflatoxin B1 (AFB1), Aflatoxin M1 (AFM1)
Foods: Milk, Pasteurized Milk, Ethiopian Cottage Cheese
Dictionary: {
    'Milk': {
        'AFM1': 0.285
    },
    'Pasteurized Milk': {
        'AFM1': 0.285
    },
    'Ethiopian Cottage Cheese': {
        'AFM1': 0.137
    }
}</s>","{'Foods': ['Milk', 'Pasteurized milk', 'Cottage cheese']}</s>","Milk is a highly nutritious and perfect natural food for humans. However, when lactating animals feed on Aflatoxin B1 (AFB1)-containing feed, the hydroxyl metabolite aflatoxin M1 (AFM1) contaminates the milk and dairy products. The objective of the current study was to assess the level of AFM1 in raw milk, normally pasteurized milk and Ethiopian cottage cheese collected from value chain actors (producers, collectors, processors and retailers). Cross-sectional study and simple random techniques were used to collect primary samples. A total of 160 composite samples was collected; raw milk (n = 64), pasteurized milk (n = 64) and cheese (n = 32) was analyzed. Quantitative analysis of AFM1 was conducted using enzyme-linked immunosorbent assay (ELISA). The results indicate that AFM1 was detected in all milk products. Results along value chains show that the concentration of AFM1 in raw milk from collectors was significantly higher than from producers, and in pasteurized milk from processors and retailers (p < 0.05). However, no significant (p > 0.05) difference was observed in cottage cheese value-chain actors in all regions. Comparison of AFM1 mean values among all dairy products shows that raw milk had a significantly higher concentration of AFM1 followed by pasteurized milk and cottage cheese. However, there was no significant difference between raw and pasteurized milk (p > 0.05). The mean AFM1 contamination in milk products ranged from 0.137 to 0.319 µg/L (mean value 0.285 µg/L). The contamination percentages of AFM1 in raw milk (62.50%), pasteurized milk (67.20%) and cottage cheese (25%) were above the regulatory limit set by the European Union (EU) (0.05 µg/L). According to USA/Ethiopian Standard (US/ES) (0.50 µg/L), 21.87%, 25% and 1% exceeded the regulatory limit for the above products, respectively. The overall prevalence (56.88%) was above the EU regulatory limit and 19.38% over US/ES regulations. Therefore, to provide accurate information about the health risk to consumers, there is a need to conduct risk assessment studies in consumers of milk and dairy products at different age groups."
"Chemicals: None
Foods: None
Dictionary: None</s>","{'ice cream': ['Staphylococcus aureus', 'Salmonella spp']}</s>","This study aimed to evaluate certain microbiological quality characteristics, titration acidity and pH values, Staphylococcus aureus counts, presence of Salmonella spp. in ice cream by conventional and immunomagnetic separation (IMS) methods. Also, the antibiotic susceptibility of Salmonella spp. isolates was demonstrated by 10 different antibiotic disks. For this purpose, 55 ice cream samples were collected from markets and pastries and analyzed in terms of the specified parameters. The results showed that 3/55 ice cream samples were positive in terms of S. aureus, while 2/55 sample were found positive by the IMS method with respect to Salmonella. The Salmonella isolates were confirmed as 100% Salmonella spp. by the conventional methods and API 20E test kit. The carried out antibiotic susceptibility test results indicated that these two isolates showed susceptibility to ciprofloxacin, sulfamethoxazole/trimethoprim, chloramphenicol, nalidixic acid, trimethoprim and tetracycline at 100% level, while their resistance to streptomycin, ampicillin and kanamycin were at 100% level. PRACTICAL APPLICATIONS: Ice cream is a popular frozen dairy product made with milk, cream, water and other ingredients. The quality of ice cream is affected by some factors, including wide variety of ingredients, production practices, transportation, storage conditions and temperature fluctuations. Although the potentially hazardous pathogenic microorganisms are rarely encountered in ice cream due to unsuitable conditions, they can be contaminated by the various types of microorganisms. The use of sensitive and specific methods for the isolation and identification of pathogen microorganisms is very important. Immunomagnetic separation system has been used for the selective capture and concentration of Salmonella from various foods. On the contrary, the antibiotic susceptibility of pathogens has a critical importance for human health. For this reason, it is thought that determination of antibiotic susceptibility and resistance of isolated and identified Salmonella spp. is very important in terms of food safety and human health."
"Chemicals: None
            Foods: None
            Dictionary: None</s>","The provided text does not contain any information about chemical hazards or food safety hazards. Therefore, the function identify_safety_hazards() will return an empty dictionary.</s>","One important way to transform food systems for human and planetary health would be to reduce the production and consumption of animals for food. The over-production and over-consumption of meat and dairy products is resource-intensive, energy-dense and creates public health and food equity risks, including the creation of superbugs and antimicrobial resistance, contamination and pollution of land and waterways, and injustice to animals and humans who work in the sector. Yet the continuing and expanding use of animals is entrenched in food systems. One policy response frequently suggested by parties from all sectors (industry, government and civil society) is voluntary or mandatory labelling reforms to educate consumers about the healthiness and sustainability of food products, and thus reduce demand. This paper evaluates the pitfalls and potentials of labelling as an incremental regulatory governance stepping-stone to transformative food system change. We use empirical data from a study of the regulatory politics of animal welfare and environmental claims on Australian products together with an ecological regulation conceptual approach to critically evaluate the potential of labelling as a regulatory mechanism. We show that labelling is generally ineffective as a pathway to transformative food system change for three reasons: it does not do enough to redistribute power away from dominant actors to those harmed by the food system; it is vulnerable to greenwashing and reductionism; and it leads to market segmentation rather than collective political action. We suggest the need for regulatory governance that is ecological by design. Labelling can only be effective when connected to a broader suite of measures to reduce overall production and consumption of meat. We conclude with some recommendations as to how public health advocates and policy entrepreneurs might strategically use and contest labelling and certification schemes to build support for transformative food system change and to avoid the regressive consequences of labelling."
"Chemicals: None
            Foods: None
            Dictionary: None</s>",{'dairy cows': ['E. coli']}</s>,"A cross-sectional study was conducted to determine the prevalence and characteristics of verocytotoxigenic Escherichia coli (VTEC) on 25 dairy farms each located in Waller field and Carlsen field farming areas in Trinidad. On each selected farm, faecal samples were collected from milking cows, calves and humans; rectal swabs were obtained from pet farm dogs; bulk milk was sampled as well as effluent from the milking parlour. Escherichia coli was isolated from all sources on selective media using standard methods. Isolates of E. coli were subjected to slide agglutination test using E. coli O157 antiserum, vero cell cytotoxicity assay to detect verocytotoxin (VT) and heat labile toxin (LT) production, the polymerase chain reaction (PCR) to detect VT genes, and the dry spot test to screen for E. coli O157 and non-O157 strains. In addition, faecal samples from animal and human sources were tested for VT genes using PCR. Of a total of 933 E. coli isolates tested by the slide test, eight (0.9%) were positive for the O157 strain. The vero cell cytotoxicity assay detected VT-producing strains of E. coli in 16.6%, 14.6%, 3.2% and 7.1% of isolates from cows, calves, farm dogs and humans respectively (P < 0.05; chi(2)). For LT production, the highest frequency was detected amongst isolates of E. coli from calves (10.8%) and the lowest (0.0%) amongst isolates from humans and bulk milk (P < 0.05; chi(2)). Of the 61 VT-producing isolates by vero cell cytotoxicity assay tested by PCR, the VT, LT and eae genes were detected in 62.3%, 4.9% and 1.6% respectively (P < 0.05; chi(2)). Amongst the 45 E. coli isolates that were VT positive (vero cell) or VT-gene positive by PCR, 2.2%, 2.2%, 4.4% and 6.7% belonged to non-O157 strains O91, O111, O103 and O157, respectively, as determined by the Dry spot test. Detection of VTEC strains in milk and dairy animals poses a health risk to consumers of milk originating from these farms. In addition, the demonstration of VTEC strains in humans, VT gene in faecal samples and E. coli isolates as well as non-O157 VTEC strains of E. coli are being documented for the first time in the country."
"Chemicals: None
            Foods: None
            Dictionary: None</s>","{'dairy products': ['Bacillus cereus', 'cereulide']}</s>","This study aims to quantify growth and cereulide production by Bacillus cereus and their potential correlation in an intermediate dairy wet-mix. Systematic experiments were carried out using the emetic reference strain F4810/72 in the suboptimal range of temperature of 12 °C to 20 °C. Growth and cereulide kinetic parameters were estimated and the three parameters (i) time to first cereulide quantification (tcer), (ii) maximum specific growth rates (μmax) and (iii) cereulide production rates (k) were modelled as a function of temperature. As temperature increased, growth lag time and tcer were shorter while microbial increase and cereulide production happened earlier, and at higher rates. Maximum concentration of cells and maximum cereulide concentration proved to be temperature-independent, reaching the average values of 7.9 ± 0.3 log10(CFU/mL) and 2.6 ± 0.2 log10(ng. g-1) respectively. Moreover, the time to reach the widely used threshold of 5 log10CFU/mL (t5log) was tested against tcer, and this suggested that this threshold can be used with increased confidence at lower temperatures to assure toxin is not quantified in this matrix. The average tcer were equal to 314 h, 118 h, 73 h and 45 h for 12 °C, 15 °C, 18 °C and 20 °C respectively. A validation study was performed using independent data sets obtained with the same strain in other dairy matrices. The microbial growth models presented good predictive power even when extrapolated beyond the temperature range of construction. Nevertheless, the models proposed for prediction of toxin production over time presented limitations, especially for food matrices that deviate significantly from the original matrix for which the model was developed, making cereulide predictions less accurate. Our findings suggest that similar modelling approaches can be used to predict growth, time to first cereulide quantification as well as cereulide formation over time for a specific matrix, but that matrix-extrapolations are more suitable for growth than for cereulide."
"Chemicals: AFB1, AFM1
            Foods: milk, plasma, heart, spleen, lungs, kidneys
            Dictionary: {
                'AFB1': ['milk', 'plasma', 'heart', 'spleen', 'lungs', 'kidneys'],
                'AFM1': ['milk', 'spleen', 'kidneys']
            }</s>","{'dairy cows': ['AFB1', 'AFM1']}</s>","The in vivo kinetics of aflatoxin B1 (AFB1) and its carry-over as aflatoxin M1 (AFM1) in milk as well as the toxin loads in the tissue of dairy cows were assessed through a repetitive feeding trial of an AFB1-contaminated diet of 4 μg kg-1 body weight (b. w. ) for 13 days. This was followed by a clearance period that ended with a single dose trial of an AFB1-contaminated diet of 40 μg kg-1 b. w. An ultra-high performance liquid chromatography tandem mass spectrometry method was developed and successfully validated by the determination of linearity (R 2 ≥ 0.990), sensitivity (lower limit of quantification, 0.1-0.2 ng ml-1), recovery (79.5-111.2%), and precision relative standard deviation (RSD) ≤14.7%) in plasma, milk, and various tissues. The repetitive ingestion of AFB1 indicated that the biotransformation of AFB1 to AFM1 occurred within 48 h, and the clearance period of AFM1 in milk was not more than 2 days. The carry-over rate of AFM1 in milk during the continuous ingestion experiment was in the range of 1.15-2.30% at a steady state. The in vivo kinetic results indicated that AFB1 reached a maximum concentration of 3.8 ± 0.9 ng ml-1 within 35.0 ± 10.2 min and was slowly eliminated from the plasma, with a half-life time (T1/2) of 931.1 ± 30.8 min. Meanwhile, AFM1 reached a plateau in plasma (0.5 ± 0.1 ng ml-1) at 4 h after the ingestion. AFB1 was found in the heart, spleen, lungs, and kidneys at concentrations of 1.6 ± 0.3, 4.1 ± 1.2, 3.3 ± 0.9 and 5.6 ± 1.4 μg kg-1, respectively. AFM1 was observed in the spleen and kidneys at concentrations of only 0.7 ± 0.2 and 0.8 ± 0.1 μg kg-1, respectively. In conclusion, the in vivo kinetics and biotransformation of AFB1 in dairy cows were determined using the developed UHPLC-MS/MS method, and the present findings could be helpful in assessing the health risks to consumers."
